144552912,9.3498486,56.7408757,17.0527715677876
144552912,9.3501884,56.7406785,17.614840244389
144552912,9.3505485,56.7405445,18.08353563951
144552912,9.3508058,56.7404845,18.2794652530352
144552912,9.3510534,56.7404863,18.4229736146099
144552912,9.3514747,56.7405022,19.1248885940143
144552912,9.3521273,56.7405585,19.5905926656897
144552912,9.3524201,56.7405974,19.6217636955693
144552912,9.3525839,56.740629,19.6599309194984
144552912,9.3527255,56.7406626,19.4906695590218
144552912,9.3530759,56.7408002,19.2302682047961
144552912,9.353404,56.7409042,18.2332801889404
144552912,9.3537287,56.7409995,17.6008423536018
144552912,9.354179,56.7410594,17.6443793914607
144552912,9.354581,56.7411511,18.3974824566501
144552912,9.3547868,56.7412058,18.8645551315113
144552912,9.3551147,56.7412693,18.2477297711073
144552912,9.3553365,56.7412905,18.0201293139063
144552912,9.355581,56.7412975,18.322544090848
42991631,8.5856624,57.0106364,32.0776406065856
149952511,9.5277209,56.5890386,24.6479431684325
149952511,9.5278283,56.5889264,24.7609568506243
149952511,9.5279998,56.5888378,25.1852104035679
149952511,9.5282359,56.5887492,25.7826819775318
149952511,9.5284827,56.5886606,26.2718264187869
149952511,9.5288259,56.5885543,26.7450605270918
149952511,9.5290835,56.5883711,25.9986279166374
149952511,9.5294911,56.5880166,24.6857792394551
149952511,9.5297057,56.5878512,24.2144221666322
149952511,9.529738,56.5877449,23.4448674837214
149952511,9.5297272,56.5876563,22.6822037434013
133175354,8.6144681,57.1186606,40.980794639531
133175354,8.6150097,57.1184806,40.113338849815
133175354,8.6154296,57.1186546,37.2094012201326
133175354,8.6161312,57.1183669,37.8168870262244
133175354,8.6168061,57.1181968,37.4908057135497
133175354,8.6172865,57.1181505,37.4700177993539
133175354,8.6181266,57.1180545,36.8273423467451
106878580,9.9346163,57.0609939,12.752339943488
133175500,8.6773612,57.1057773,35.3818383262704
133175500,8.6773828,57.1062589,33.8566784397772
133175500,8.6774711,57.1065692,33.2882130984217
133175500,8.6778734,57.1073942,31.9432403629179
133175500,8.677997,57.1075772,31.6100642810399
133175500,8.6782377,57.1077611,30.9239831571361
133175500,8.6784318,57.1079703,31.0032257172547
133175500,8.6785993,57.1083365,29.8809988437518
133175500,8.6787961,57.108861,28.9007101942591
133175500,8.6788982,57.1090616,28.5954418275174
133175500,8.6792457,57.1094304,28.6641516571615
